BTC,LTC,ETC,ETH,BCH,XMR,XRP,ZEC,DASH
7437.7,82.94,16.35,462.7,790.5,130.6,0.455,187.82,253.89
7432.7,82.97,16.27,461.21,791.1,133.42,0.4532,186.31,252.44
7449.1,83.22,16.39,463.06,794.9,131.52,0.453,187.11,252.82
7441.3,83.14,16.34,463.4,795.3,130.96,0.4543,189.19,252.82
7434.2,82.7,16.31,464.98,792.1,130.66,0.4537,188.77,251.69
7454.2,82.51,16.34,466.3,799.5,130.84,0.455,190.23,251.85
7490.0,82.56,16.37,465.9,801.7,130.45,0.4574,190.97,252.63
7530.7,83.32,16.42,468.33,816.2,131.65,0.4588,193.25,255.01
7502.2,83.25,16.35,465.18,810.3,130.7,0.459,192.98,254.29
7496.4,82.86,16.39,464.2,805.9,130.25,0.4599,192.62,251.98
7513.7,83.26,16.44,463.76,808.2,130.44,0.461,193.98,252.59
7518.7,83.33,16.45,463.32,807.9,129.46,0.4606,193.62,253.69
7527.5,83.7,16.43,464.0,806.7,130.33,0.4614,192.85,255.76
7370.5,82.28,16.09,456.03,788.6,128.0,0.4489,186.01,249.94
7413.5,82.54,16.24,457.98,787.9,128.25,0.4508,195.48,249.57
7401.1,82.33,16.18,457.34,784.8,127.86,0.4498,189.19,249.61
7467.6,82.78,16.27,459.0,796.0,128.98,0.4529,190.55,249.19
7508.5,83.35,16.29,462.0,798.9,131.6,0.4542,196.72,251.48
7625.0,85.31,16.68,465.93,824.0,134.0,0.4586,195.61,257.53
7622.9,85.03,16.58,464.62,821.4,131.66,0.4564,194.75,249.01
7669.5,85.6,16.57,467.98,828.8,136.0,0.4627,195.14,251.81
7647.6,85.1,16.52,466.14,819.0,136.49,0.4607,194.75,245.43
7674.0,85.05,16.52,466.62,822.0,135.0,0.4601,194.75,246.94
7745.6,84.9,16.52,464.5,822.2,134.71,0.4597,193.15,245.0
7716.1,84.05,16.48,462.13,813.0,134.03,0.4538,192.15,242.0
7707.2,84.26,16.43,464.25,815.3,136.12,0.4548,191.5,244.21
7680.0,83.73,16.3,462.34,809.0,136.12,0.4534,190.0,245.33
7680.3,83.67,16.29,461.0,808.8,134.01,0.4506,188.21,244.37
7706.0,83.93,16.29,461.22,816.1,134.17,0.4526,193.26,244.79
7720.3,84.95,16.47,461.57,819.2,138.98,0.4528,200.47,248.24
7696.8,84.2,16.29,461.16,812.8,135.25,0.4518,195.71,245.0
7730.0,84.43,16.25,461.57,818.0,137.58,0.4494,198.89,245.19
7736.9,83.75,16.06,454.78,791.1,136.3,0.4477,196.88,242.86
7733.0,82.97,16.02,452.14,787.9,135.95,0.4457,196.61,243.02
7742.0,83.35,16.09,455.97,790.0,136.55,0.4478,196.96,243.85
7746.8,82.7,15.93,450.3,788.5,135.0,0.4455,198.01,241.41
7699.7,81.73,15.95,447.78,789.2,134.76,0.4436,191.41,240.08
7748.4,81.93,15.99,451.55,792.4,134.29,0.4476,190.71,241.8
7721.1,81.81,16.02,450.13,786.7,133.92,0.4448,190.92,240.01
7720.0,81.52,16.0,449.38,782.4,133.74,0.4456,190.71,240.39
7715.0,81.03,16.0,449.24,779.5,133.78,0.4439,190.66,239.04
7736.2,81.76,15.97,449.34,779.0,135.54,0.4444,197.82,239.0
7724.7,82.03,16.0,451.08,780.7,135.21,0.4413,195.0,240.34
7750.3,82.04,15.79,449.51,776.5,134.07,0.4405,189.56,240.34
7856.8,82.21,15.92,451.59,785.8,135.7,0.4404,195.75,238.56
7977.0,83.89,16.23,461.77,806.3,137.96,0.4475,200.0,241.0
7971.2,86.32,16.37,464.39,834.8,137.18,0.4543,200.0,243.62
8012.3,87.09,16.54,471.4,846.7,137.54,0.4546,203.99,245.83
7988.0,87.0,16.39,467.8,837.8,139.06,0.4546,206.63,250.47
8011.6,87.69,16.5,470.88,855.3,140.23,0.4552,214.12,248.86
8140.0,88.0,16.67,473.34,866.4,142.71,0.459,214.01,251.0
8249.0,88.0,16.61,476.32,869.8,143.83,0.4573,214.38,253.93
8218.5,86.81,16.53,472.31,857.4,140.47,0.455,210.1,250.0
8240.0,88.31,16.77,478.82,865.1,141.89,0.4673,212.35,252.56
8166.0,87.03,16.53,473.25,851.4,140.1,0.4582,212.75,250.5
8179.0,87.34,16.53,474.42,853.4,141.57,0.4587,216.03,250.5
8173.4,87.11,16.48,472.48,851.0,140.13,0.4546,211.88,248.93
8229.5,87.18,16.5,474.47,856.9,140.92,0.4572,216.84,248.31
8244.8,87.79,16.57,476.5,852.0,142.52,0.4565,221.09,251.02
8250.7,87.82,16.43,475.01,852.0,142.72,0.4552,218.41,251.32
8225.0,87.52,16.4,472.1,848.0,140.77,0.4512,215.32,247.65
8252.7,88.43,16.46,474.84,852.4,142.31,0.4536,220.0,250.5
8312.9,88.75,16.52,475.7,863.8,147.78,0.459,224.7,251.62
8401.8,89.24,16.63,481.13,866.7,148.67,0.4576,223.0,252.96
8418.6,89.4,16.9,478.96,868.0,148.5,0.459,223.64,255.27
8410.4,89.3,16.83,481.51,876.0,148.16,0.4623,220.8,254.8
8337.0,88.05,16.74,477.51,864.9,147.3,0.459,217.29,252.26
8358.6,88.03,16.67,478.8,864.5,145.6,0.4596,218.07,251.43
8416.2,88.18,16.79,483.82,864.9,146.26,0.4633,217.73,252.31
8439.6,88.48,16.79,483.78,870.0,145.14,0.464,217.63,253.12
8339.3,87.43,16.65,479.27,855.2,143.2,0.461,215.92,250.84
8335.5,87.55,16.7,477.24,854.2,142.38,0.4602,214.83,250.84
8293.7,86.86,16.51,474.49,849.9,141.32,0.4581,215.07,248.62
8239.7,86.16,16.31,473.13,839.6,139.91,0.4547,213.08,247.1
8221.9,85.9,16.38,471.51,839.6,140.08,0.4567,213.8,246.4
8189.4,86.32,16.36,469.56,839.5,140.69,0.4555,210.04,241.18
8205.0,86.19,16.29,471.13,837.9,139.31,0.455,210.97,241.87
8199.1,86.28,16.4,471.11,833.9,140.12,0.4562,212.19,243.07
8190.0,86.09,16.27,470.0,830.8,141.26,0.455,213.45,243.84
8113.5,85.76,16.35,467.69,830.4,139.56,0.4593,213.43,240.82
8159.3,87.08,16.46,471.04,835.5,139.95,0.4656,219.34,244.5
8110.0,86.17,16.39,469.93,832.5,141.2,0.4677,215.58,242.41
8077.0,86.35,16.25,469.08,827.6,139.8,0.4616,215.6,241.25
8163.9,87.37,16.63,473.61,835.5,141.76,0.4658,219.67,245.79
8173.5,87.26,16.69,475.25,836.5,140.24,0.4647,218.7,244.12
8288.8,87.5,16.6,476.23,843.2,141.4,0.4622,219.8,251.37
8259.1,87.38,16.67,474.67,842.5,143.16,0.464,218.38,251.52
8166.0,86.22,16.59,471.72,831.0,142.69,0.459,222.49,245.26
8230.1,87.28,16.58,474.65,839.9,142.59,0.4616,229.2,245.44
8217.1,86.98,16.62,475.54,841.9,143.72,0.4618,225.83,244.0
8185.4,86.6,16.62,474.73,840.0,144.1,0.462,223.01,243.48
8220.6,86.8,16.63,475.6,838.8,144.97,0.4638,224.79,243.95
8220.9,86.92,16.66,477.5,839.3,144.12,0.4636,225.0,244.66
8197.0,86.8,16.64,476.29,837.0,142.08,0.4636,226.1,244.66
8261.5,87.74,17.0,482.51,856.4,143.33,0.4657,224.8,248.92
8249.3,87.04,17.07,480.86,847.6,143.11,0.4632,224.67,248.67
8255.1,87.3,17.34,481.2,850.4,143.66,0.4658,223.02,245.86
8273.6,87.44,17.14,481.39,849.9,143.93,0.4652,225.5,246.3
8291.5,87.8,17.3,482.72,852.8,143.35,0.4673,223.41,247.57
8250.4,87.34,17.15,477.2,840.6,142.52,0.465,223.72,248.63
8233.7,87.15,17.13,477.9,837.1,142.02,0.462,223.18,245.91
8210.2,86.82,17.01,476.01,836.3,141.14,0.46,221.5,247.32
8228.6,86.82,17.11,477.07,834.8,140.76,0.4603,224.16,246.01
8200.9,86.59,17.15,475.14,831.8,141.14,0.46,222.96,244.54
8202.8,86.42,17.12,475.92,830.2,141.94,0.461,222.53,245.82
8214.7,87.0,17.17,476.86,832.5,142.01,0.4604,225.4,246.29
8225.0,86.75,17.12,477.77,833.3,141.83,0.4605,228.42,246.22
8261.0,86.71,17.32,478.8,835.2,143.69,0.4612,226.43,248.42
8125.8,85.86,17.04,471.33,822.6,140.4,0.4574,220.21,247.31
7957.0,84.05,16.56,465.82,802.6,137.13,0.4499,220.68,243.86
7929.9,83.36,16.46,461.4,796.7,136.98,0.449,218.77,244.07
7925.0,83.56,16.7,462.11,804.0,136.22,0.4488,221.0,242.7
7908.4,83.29,16.52,463.21,795.0,135.73,0.448,217.63,241.6
7897.4,82.79,16.55,462.61,790.8,135.95,0.4486,216.8,238.87
7877.0,83.12,16.76,463.06,795.3,136.87,0.45,217.0,238.27
7877.0,83.14,16.65,462.44,795.2,136.63,0.4488,217.76,238.5
7934.8,83.53,16.63,465.01,801.8,137.2,0.452,218.1,239.88
7921.2,83.5,16.55,463.95,801.4,136.66,0.4519,217.64,245.93
7912.5,83.11,16.53,462.84,798.6,137.75,0.45,214.52,242.51
7911.5,82.33,16.45,460.57,794.0,137.39,0.448,213.29,239.65
7970.1,83.57,16.65,465.21,807.2,138.28,0.4526,216.71,240.0
7951.0,83.05,16.6,463.56,803.6,138.15,0.45,216.9,241.17
7953.6,83.09,16.57,464.03,800.7,138.6,0.45,215.17,241.17
7924.4,82.5,16.46,461.79,795.3,135.73,0.4488,215.6,241.17
7830.0,81.62,16.38,458.61,784.0,134.1,0.4461,212.37,238.0
7889.0,82.27,16.55,459.64,790.5,135.24,0.4481,212.58,236.6
7823.1,82.01,16.56,455.88,784.2,134.94,0.445,211.0,235.26
8142.9,84.38,16.91,464.86,814.6,139.68,0.4542,220.3,243.0
8188.9,84.48,17.0,466.97,820.0,140.57,0.4575,219.26,244.56
8170.2,84.16,17.03,466.86,817.9,140.83,0.4569,220.51,245.5
8251.0,84.73,17.15,469.37,825.0,141.83,0.4595,221.48,248.0
8219.9,84.04,17.0,466.98,823.0,141.44,0.4567,221.42,248.4
8227.4,84.49,17.04,466.39,824.6,140.94,0.4572,221.0,253.37
8249.3,84.83,17.17,473.14,827.2,141.03,0.4584,223.11,247.96
8241.2,84.51,17.07,471.35,825.1,140.61,0.4579,223.05,246.0
8177.0,84.2,16.99,469.01,817.9,140.0,0.4532,220.83,243.83
8173.7,84.2,16.99,469.14,815.4,139.51,0.4538,219.98,243.83
8173.1,84.05,16.99,468.48,815.6,140.31,0.4536,220.13,243.71
8167.3,83.98,16.92,469.03,816.3,140.91,0.4534,220.13,243.71
8158.6,83.94,16.88,468.9,812.6,141.21,0.4522,218.47,243.23
8217.5,84.15,16.99,470.02,824.8,141.3,0.4536,221.41,243.43
8177.4,83.76,16.91,469.65,820.0,140.78,0.4556,221.41,241.98
8193.9,83.98,16.83,470.49,820.2,140.07,0.4552,221.7,242.33
8185.9,83.73,16.95,469.65,825.7,140.4,0.455,221.35,240.63
8201.5,84.12,16.95,469.81,823.7,140.94,0.455,221.35,240.63
8191.9,84.1,16.97,469.75,818.3,139.69,0.454,221.63,242.02
8177.4,84.1,17.0,468.23,818.3,139.69,0.4537,220.15,241.13
8180.2,83.86,16.91,467.0,818.5,140.12,0.4522,219.86,241.0
8173.8,83.83,16.8,466.88,819.1,140.4,0.4525,220.52,241.0
8149.9,83.56,16.89,465.94,812.2,139.53,0.4519,220.0,242.07
8150.1,83.02,16.77,464.55,806.0,139.09,0.4512,218.28,240.59
8110.0,82.72,16.71,462.97,808.0,138.52,0.448,218.7,240.28
8178.1,83.31,16.84,465.09,813.7,139.0,0.4525,220.03,241.09
8180.1,83.34,16.81,464.56,814.8,140.8,0.452,220.44,239.1
8190.7,83.9,16.77,465.16,815.6,140.8,0.4538,220.44,238.85
8183.6,83.71,16.76,465.01,815.6,140.35,0.4556,221.0,239.76
8160.1,83.84,16.84,463.26,811.9,140.35,0.452,221.0,238.72
8177.4,83.62,16.89,464.0,813.7,139.2,0.4526,220.7,238.87
8190.2,83.92,16.9,467.29,814.5,139.68,0.455,221.0,239.3
8230.8,84.21,17.0,468.41,824.5,139.34,0.4568,222.52,239.88
8246.3,85.08,16.93,468.76,829.3,141.09,0.4548,225.05,240.73
8259.5,84.42,16.91,468.25,829.8,140.86,0.4551,224.11,240.73
8230.1,84.38,16.81,467.6,828.2,140.86,0.4552,222.87,242.1
8223.6,84.01,16.9,465.47,826.0,140.86,0.4526,222.3,242.1
8189.4,83.76,16.85,464.48,819.0,140.86,0.451,221.79,241.06
8199.6,84.08,16.8,465.89,820.1,139.2,0.4527,221.2,239.33
8199.3,84.06,16.8,464.26,819.8,138.66,0.4521,221.2,241.04
8177.3,83.52,16.86,464.4,821.0,138.32,0.4521,219.17,241.04
8156.0,83.47,16.75,463.78,817.0,137.78,0.4518,218.93,237.1
8160.8,83.89,16.79,464.0,818.0,138.76,0.4514,221.95,237.89
8147.9,83.45,16.75,463.75,815.0,139.57,0.4505,219.17,237.1
8156.8,83.7,16.75,464.42,819.8,138.53,0.4517,218.74,238.81
8206.3,84.15,16.8,465.59,825.4,138.56,0.4539,220.4,239.69
8193.3,83.68,16.82,463.68,820.9,137.55,0.4522,219.25,239.57
8220.8,84.0,17.02,466.28,827.8,138.19,0.4539,219.54,239.57
8231.5,83.81,16.96,466.9,833.8,138.64,0.4535,219.97,240.11
8179.0,83.66,16.82,464.38,825.6,136.99,0.4517,216.13,239.85
8190.0,83.64,16.82,465.04,824.1,136.39,0.4522,215.96,239.85
8217.0,83.83,16.85,465.96,828.2,135.8,0.4535,220.01,239.85
8216.2,83.67,16.84,466.03,828.0,135.81,0.454,218.29,239.24
8190.2,83.59,16.83,466.13,825.5,135.51,0.4526,218.31,239.25
8186.0,83.52,16.85,465.16,825.1,135.21,0.452,217.0,237.8
8189.2,83.63,16.87,464.46,827.8,135.53,0.4523,217.36,238.0
8213.5,83.92,16.91,466.68,830.0,135.58,0.4528,216.65,238.0
8159.3,83.43,16.76,463.13,817.8,134.55,0.4509,218.54,236.02
8210.6,84.55,16.81,466.8,827.0,134.24,0.4553,217.22,238.42
8202.1,84.27,16.91,465.74,827.6,135.17,0.4535,217.18,238.42
8185.7,84.06,16.79,464.57,824.7,134.67,0.4538,216.19,238.42
8177.5,84.04,16.75,464.3,823.6,134.34,0.4519,216.79,238.31
8178.3,84.02,16.74,464.26,822.3,135.0,0.4539,217.3,238.31
8136.2,83.76,16.7,462.03,819.7,132.81,0.4513,216.5,238.48
8159.1,83.27,17.24,462.42,825.2,132.34,0.4532,216.73,238.48
8157.0,83.03,17.17,462.56,819.0,132.5,0.4522,217.46,238.0
8155.0,83.12,17.01,460.33,817.6,131.8,0.4513,216.12,238.0
8140.0,83.0,17.1,460.3,815.4,132.0,0.45,215.5,236.38
8159.2,82.98,17.2,460.9,817.2,131.78,0.4487,214.32,236.38
8139.4,82.76,17.11,459.58,813.8,131.7,0.4496,212.5,237.43
8115.8,82.29,17.08,458.82,811.4,131.34,0.4481,212.18,237.27
8173.3,82.8,17.19,461.84,820.0,133.75,0.4518,213.05,236.86
8120.0,82.21,16.95,455.31,804.3,133.18,0.4468,210.66,237.81
8100.0,82.26,17.01,454.27,805.4,133.54,0.4448,206.31,234.09
7909.2,80.14,16.66,448.17,788.5,129.43,0.4366,201.58,231.0
7954.5,80.94,16.9,449.99,794.1,130.32,0.4446,204.41,233.92
8100.0,81.77,17.01,453.19,808.3,131.7,0.4436,215.15,236.79
8154.0,82.38,17.2,453.64,811.7,132.34,0.4449,220.2,235.91
8130.5,82.09,17.1,453.5,808.5,131.37,0.4435,218.8,234.97
8161.8,82.17,17.08,455.0,813.4,133.32,0.4456,215.47,235.02
8170.0,82.27,17.14,456.29,814.3,132.08,0.4457,214.59,235.47
8120.1,82.06,17.08,454.7,809.8,133.09,0.4438,213.68,233.5
8113.6,81.78,17.05,453.08,808.6,133.59,0.4428,211.92,232.33
8114.2,81.69,16.92,451.69,808.7,131.78,0.442,211.68,232.5
8117.0,81.44,16.92,450.44,802.1,131.55,0.4405,210.72,232.1
8118.7,81.53,16.96,451.16,800.8,131.16,0.44,209.84,232.38
8139.1,81.72,16.92,451.59,803.2,131.42,0.4422,210.27,231.16
8129.7,81.4,16.95,450.26,799.1,131.42,0.4414,209.42,230.61
8119.1,81.13,16.88,448.98,799.0,130.0,0.441,211.58,232.22
8025.0,80.06,16.71,445.66,792.2,128.8,0.4365,209.85,230.0
8007.2,80.12,16.74,444.94,791.5,129.68,0.4372,207.45,229.22
7953.7,79.57,16.7,433.25,788.5,127.0,0.4354,203.0,227.09
7979.0,79.3,16.8,437.83,792.1,126.19,0.4381,205.14,226.99
7800.0,76.9,16.66,433.41,784.6,124.4,0.4348,200.25,219.86
7736.0,76.77,16.63,430.14,766.7,122.64,0.4305,200.6,218.0
7735.5,77.23,16.65,430.54,769.3,123.0,0.428,196.6,216.79
7754.9,77.4,16.61,430.12,772.3,122.13,0.4303,197.0,215.0
7790.0,77.75,16.62,432.53,774.0,122.5,0.435,207.38,217.52
7729.0,78.26,16.59,433.17,772.2,122.88,0.4356,200.43,217.24
7746.3,77.87,16.62,432.45,773.3,123.43,0.4365,199.8,217.23
7748.0,78.17,16.68,434.58,774.1,123.17,0.4361,200.69,218.1
7684.1,77.75,16.56,431.71,767.8,121.48,0.4315,199.37,214.0
7709.9,77.51,16.54,431.6,768.4,121.79,0.4333,202.59,216.2
7693.6,78.13,16.5,430.46,767.2,122.0,0.433,202.63,213.0
7726.0,78.75,16.13,431.67,775.6,122.3,0.4345,209.23,217.58
7668.6,78.18,15.99,431.58,767.1,121.18,0.432,206.82,218.8
7558.5,76.89,15.9,415.42,751.3,120.28,0.4286,201.97,213.0
7556.0,77.24,15.92,416.93,740.1,121.06,0.4304,201.91,214.47
7538.4,76.71,15.99,417.07,743.8,120.73,0.4307,201.98,222.19
7530.1,76.54,15.95,416.41,747.9,120.63,0.4304,201.46,217.78
7522.4,76.92,15.93,417.49,755.8,123.0,0.4308,199.38,216.0
7561.0,77.4,16.02,420.17,760.1,124.01,0.4346,198.98,217.43
7562.4,77.28,15.93,421.43,755.3,123.94,0.4354,198.98,216.66
7626.0,78.04,16.07,425.58,762.8,123.54,0.4548,202.23,223.0
7600.0,77.79,16.1,424.15,763.2,122.42,0.4523,201.6,222.6
7563.8,77.86,16.06,423.57,765.4,121.01,0.45,203.49,221.49
7576.9,77.83,16.01,424.51,763.0,122.75,0.4476,202.72,220.98
7570.1,77.83,16.12,422.79,762.3,123.41,0.451,203.52,220.98
7618.7,78.08,16.11,423.71,758.8,126.21,0.4492,205.15,221.81
7574.2,77.65,16.02,421.83,758.9,126.0,0.449,200.84,222.0
7599.8,77.56,16.07,420.51,759.7,124.36,0.4502,202.06,221.2
7545.9,77.1,15.99,419.96,754.8,123.0,0.4455,200.0,220.93
7533.7,77.16,15.94,418.94,751.2,123.75,0.447,199.22,217.66
7531.6,77.14,15.98,416.35,754.0,122.36,0.443,198.94,218.32
7557.7,77.53,16.0,419.47,759.8,122.35,0.4416,199.99,217.98
7479.4,75.89,15.08,409.56,743.5,121.53,0.4379,195.4,215.0
7465.0,76.18,14.97,409.59,745.9,122.44,0.4359,193.55,215.0
7586.9,77.59,15.33,420.15,764.7,126.14,0.4437,200.22,219.15
7604.1,77.48,15.56,419.82,765.0,128.45,0.446,196.52,218.73
7674.6,78.18,15.52,422.35,766.7,129.0,0.447,198.81,219.99
7671.2,78.19,15.54,422.96,767.0,128.85,0.4467,199.64,219.95
7670.0,77.65,15.54,421.1,766.8,129.63,0.4446,200.27,220.78
7643.2,77.56,15.44,420.84,764.4,128.84,0.4419,200.27,215.13
7627.6,77.48,15.4,418.59,760.4,129.56,0.44,195.68,218.09
7649.0,77.55,15.47,418.89,763.0,129.17,0.4433,197.8,218.02
7641.7,77.48,15.5,419.52,758.5,128.13,0.4409,197.76,217.5
7661.0,77.75,15.52,421.09,757.9,128.12,0.4427,198.24,215.55
7620.7,77.21,15.14,418.0,753.4,126.9,0.441,195.64,214.82
7609.9,77.17,15.05,415.56,751.4,126.14,0.44,195.26,213.08
7570.8,76.9,15.1,414.88,750.1,124.66,0.4361,195.19,210.06
7556.0,76.46,15.17,414.19,749.8,124.38,0.436,190.79,210.06
7520.8,75.99,14.99,411.22,747.1,124.12,0.4329,189.67,210.46
7499.5,75.7,15.0,409.23,742.8,123.79,0.4319,189.19,208.9
7534.4,76.1,15.02,412.22,744.8,124.61,0.4347,190.73,210.03
7527.9,76.1,14.81,411.79,740.1,124.37,0.433,190.33,207.6
7569.2,76.87,14.95,412.28,743.3,123.91,0.4355,191.55,208.31
7504.5,76.34,14.82,408.88,732.2,123.61,0.4326,188.74,208.0
7492.2,76.05,14.89,409.8,725.6,123.39,0.433,188.34,206.62
7538.8,76.29,14.89,409.46,726.6,123.0,0.4342,186.34,206.62
7539.1,76.12,15.0,409.61,735.3,121.5,0.433,185.8,206.62
7525.1,75.96,14.94,410.27,730.0,120.61,0.4303,184.35,206.4
7543.5,76.25,14.98,411.37,733.1,122.95,0.4311,186.18,209.28
7534.8,76.12,14.89,410.64,731.1,122.1,0.4304,186.07,210.0
7386.8,75.41,14.53,404.45,714.1,118.25,0.427,181.59,205.99
7340.2,75.07,14.47,401.14,710.0,115.11,0.4308,183.56,204.0
7352.8,75.2,14.45,401.58,707.9,116.4,0.4319,181.46,204.0
7334.3,75.09,14.45,401.43,704.5,115.74,0.4315,183.98,203.0
7353.2,75.61,14.29,401.25,709.5,115.89,0.4361,180.97,204.0
7323.1,75.64,14.31,403.06,709.0,116.4,0.442,179.54,203.28
7357.5,75.75,14.51,404.72,711.3,117.66,0.4429,182.0,205.16
7379.8,75.62,14.55,408.0,712.5,117.17,0.4404,181.83,205.16
7370.0,75.56,14.51,407.93,712.6,117.11,0.4391,180.04,207.27
7344.1,75.14,14.47,407.05,711.0,117.89,0.4386,179.28,207.8
7349.7,75.36,14.47,408.65,710.0,117.14,0.4379,178.0,207.8
7352.8,75.31,14.49,410.02,708.9,118.15,0.438,179.07,207.31
7397.2,75.51,14.54,413.11,710.3,119.7,0.4385,180.42,206.78
7439.2,75.97,14.65,414.13,719.3,120.0,0.4404,181.42,208.02
7467.9,76.46,14.72,413.06,725.0,120.94,0.4392,183.23,210.31
7475.7,76.23,14.76,413.47,725.3,121.03,0.4394,183.72,207.71
7475.8,76.18,14.78,413.33,721.6,120.7,0.4392,183.59,207.67
7525.4,77.25,15.08,418.09,723.5,121.84,0.4432,184.93,207.28
7469.7,76.68,14.85,417.4,718.4,120.88,0.4394,189.31,209.82
7369.6,76.42,14.69,413.39,713.6,119.98,0.4369,180.74,206.93
7389.8,76.85,16.89,415.17,716.9,119.41,0.4374,185.6,209.82
7414.2,77.63,16.78,416.7,722.1,120.56,0.442,184.48,212.26
7419.2,77.68,16.58,417.01,727.9,120.05,0.441,186.35,210.94
7415.0,77.68,16.63,417.5,725.3,119.86,0.4399,186.0,209.26
7460.3,77.73,16.58,417.57,728.4,121.0,0.4416,187.24,211.73
7467.8,77.72,16.63,418.44,731.0,120.3,0.4434,188.0,213.7
7469.2,77.69,16.67,418.58,735.6,120.3,0.4416,186.73,212.6
7459.0,77.58,16.69,418.17,730.8,119.98,0.4423,186.3,212.48
7467.2,77.48,16.57,417.73,731.5,120.0,0.4426,187.98,211.67
7433.7,77.37,16.55,417.0,730.4,120.3,0.4426,185.87,212.0
7421.5,77.34,16.45,415.68,723.4,119.62,0.439,185.64,209.73
7448.3,77.22,16.6,417.13,726.0,120.0,0.4396,186.1,209.73
7450.0,77.35,16.57,417.48,726.6,119.2,0.4406,186.78,211.53
7456.9,77.1,16.63,416.11,721.8,118.83,0.4404,185.5,211.98
7402.7,76.55,16.65,414.8,717.0,117.5,0.4382,185.09,210.14
7390.7,76.49,16.8,414.52,715.6,118.15,0.4382,184.12,210.41
7249.4,75.62,16.65,408.48,708.1,116.61,0.4338,180.35,207.68
7257.2,75.8,16.56,409.71,710.0,117.21,0.4366,181.1,208.19
7034.5,74.95,16.2,405.35,701.2,114.4,0.4303,176.7,201.45
6972.2,74.52,15.95,403.65,696.5,114.31,0.4283,177.43,202.69
6983.0,74.28,16.12,404.87,696.0,115.0,0.4315,177.97,202.53
6989.6,72.93,16.44,407.47,693.2,115.12,0.4308,176.8,202.53
6981.2,72.81,16.3,407.05,693.5,114.83,0.4296,175.0,202.53
6991.6,72.88,16.27,405.7,692.1,114.4,0.4292,173.82,202.17
6987.0,73.08,16.1,404.1,690.8,113.2,0.4284,174.61,203.37
6986.7,73.11,16.19,404.47,696.7,114.36,0.428,172.66,203.37
7012.4,73.33,16.39,405.78,696.1,113.61,0.4276,173.12,203.37
7024.5,73.05,16.41,406.54,696.2,113.88,0.4295,174.27,202.72
6920.1,72.56,16.35,401.11,690.0,112.63,0.4282,172.3,201.99
6924.9,72.7,16.34,402.35,694.3,111.83,0.4314,170.98,201.99
6939.1,73.16,16.36,404.64,694.0,113.23,0.4314,174.77,200.32
7005.0,73.29,16.54,408.78,699.2,114.11,0.4313,175.44,203.55
6975.0,73.16,16.48,406.64,698.4,114.53,0.4323,175.64,203.86
6979.9,73.23,16.56,406.93,696.1,114.47,0.4314,179.55,203.86
6964.2,73.2,16.57,405.26,693.0,114.0,0.4322,177.17,203.92
6935.1,73.1,16.52,403.14,688.8,114.0,0.4304,177.17,205.52
6991.4,72.96,16.57,405.07,695.2,114.67,0.4315,175.24,205.04
7063.1,73.6,16.71,408.0,701.6,115.72,0.432,177.09,206.89
7044.5,74.03,16.71,407.15,702.8,116.71,0.4316,179.0,205.38
7030.6,74.26,16.6,406.75,696.9,115.66,0.4311,178.21,207.88
7049.4,74.13,16.68,408.19,699.2,115.1,0.4315,179.01,207.94
6966.5,73.7,16.44,405.22,695.5,114.0,0.4308,176.72,206.3
6926.6,73.81,16.45,403.88,692.2,113.8,0.4305,175.21,206.3
7004.6,74.14,16.69,406.0,697.9,115.46,0.4297,178.69,207.0
7006.1,74.17,16.68,405.0,698.6,115.81,0.429,178.37,206.32
6985.9,73.91,16.6,404.34,696.9,115.76,0.4284,178.98,205.44
7008.4,74.31,16.88,404.95,697.2,116.07,0.4314,177.13,204.74
7010.4,74.26,17.16,406.0,698.5,115.73,0.4297,179.15,205.27
7054.2,74.53,17.34,410.86,711.6,115.52,0.4354,178.69,207.04
7048.8,74.51,17.83,413.15,712.8,118.47,0.4346,180.0,205.95
7023.0,74.22,17.5,409.89,710.6,117.39,0.4326,180.0,205.95
7026.9,74.56,17.67,408.68,708.0,117.2,0.4346,179.69,205.4
7043.1,75.0,17.59,409.94,710.2,117.68,0.4337,179.03,206.69
7130.0,76.18,17.67,411.96,713.9,118.27,0.4354,182.69,211.78
7131.1,76.17,17.73,411.58,715.3,119.0,0.4355,184.58,210.83
7090.0,75.58,17.55,410.51,712.0,119.23,0.4346,183.25,210.25
7082.8,75.87,17.45,410.52,710.3,118.29,0.4333,183.64,211.66
7089.6,75.45,17.39,411.37,710.2,117.4,0.4306,183.76,211.04
7080.7,75.4,17.43,409.48,709.3,116.96,0.4306,183.32,208.93
7017.8,74.91,17.29,408.84,701.6,115.56,0.4301,181.93,206.45
6964.3,74.0,17.26,407.08,692.2,115.0,0.4283,180.32,204.67
6964.3,73.95,17.23,406.58,694.5,115.88,0.4267,179.67,204.67
6981.1,73.8,17.22,406.83,695.0,116.68,0.4286,180.79,203.62
6980.5,73.97,17.36,408.02,694.9,116.7,0.426,183.94,205.21
6970.3,73.9,17.41,406.47,691.3,116.06,0.425,183.04,205.11
6926.7,73.4,17.3,404.72,688.5,113.59,0.4218,179.13,203.41
6948.7,73.48,17.74,405.91,691.3,115.32,0.4225,180.39,202.59
6968.9,73.61,18.0,405.99,691.7,115.53,0.4214,181.03,204.09
6918.4,73.33,18.36,404.81,689.1,115.63,0.4203,180.65,203.66
